"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"77250","Vicky","2015","2016-06-08","Comedy",88,"France","French",4.2,114
"77251","Çirak","2016","2016-09-16","Drama",86,"Turkey","Turkish",6.3,136
"77254","Un'attrazione pericolosa","2016","2016-04-01","Crime, Drama, Thriller",89,"USA","English",4.9,303
"77260","Moving Parts","2017","2018-03-27","Action, Crime, Drama",106,"USA","",4.3,257
"77264","Step Sisters","2018","2018-01-19","Comedy",108,"USA","English",5.4,3911
"77268","Sap nin","2015","2015-12-17","Drama",104,"Hong Kong","Cantonese",6.7,1175
"77269","Vaisakhi List","2016","2016-04-22","Comedy",143,"India","Punjabi",6.4,336
"77279","All the Creatures Were Stirring","2018","2018-12-04","Horror",80,"USA","English",4.9,886
"77280","144","2015","2015-11-27","Comedy",120,"India","Tamil",5,120
"77282","Destination: Dewsbury","2018","2019-03-01","Comedy",86,"UK","English",5.8,622
"77284","Fikkefuchs","2017","2017-11-16","Comedy, Drama",101,"Germany","German",6.1,1051
"77289","Death Forest 3","2015","2015-12-12","Horror",64,"Japan","Japanese",1,242
"77291","Das Tagebuch der Anne Frank","2016","2016-03-03","Drama",128,"Germany","German, English",6.7,968
"77292","The 4th","2016","2016-01-23","Comedy",82,"USA","English",4.9,270
"77296","The Terrible Two","2018","2021-04-02","Horror, Thriller",84,"USA","English",2.3,310
"77303","Dark Night","2016","2018-03-01","Drama",85,"USA","English",4.4,840
"77308","Scarecrows","2017","2020-05-19","Horror",80,"Canada","",4.1,527
"77314","Berlin Falling","2017","2017-07-13","Thriller",91,"Germany","German",6.1,1268
"77318","Luca tanzt leise","2016","2017-01-19","Comedy, Drama",69,"Germany","German",6.2,343
"77324","Quo vado?","2016","2016-01-01","Comedy",86,"Italy","Italian, English, Norwegian",6.6,9421
"77325","Çilgin Dersane 4: Ada","2015","2015-01-16","Comedy",93,"Turkey","Turkish",1.5,1292
"77326","Kyaa Kool Hain Hum 3","2016","2016-01-22","Comedy",124,"India","Hindi",1.9,4019
"77331","Furlough","2018","2018-03-16","Comedy, Drama",83,"USA","English",5.5,1382
"77332","Internet Famous","2016","2016-06-21","Comedy",87,"USA","English",3.6,1108
"77335","Teiichi no kuni","2017","2017-04-29","Drama",118,"Japan","Japanese",6.9,477
"77337","Catfight - Botte da amiche","2016","2017-03-03","Comedy, Drama",95,"USA","English",5.8,5188
"77339","Dreamland","2019","2019-11-27","Drama, Thriller",98,"USA","English",6.1,236
"77341","Ritratto di famiglia con tempesta","2016","2017-05-25","Comedy, Drama",118,"Japan","Japanese",7.4,8921
"77342","Hep Yek","2016","2016-01-01","Comedy",90,"Turkey","Turkish",4.2,1252
"77346","Looping","2016","2016-08-25","Drama",106,"Germany","German",5.5,179
"77347","Her Sey Asktan","2016","2016-01-29","Drama, Romance",100,"Turkey","Turkish",5.4,1459
"77348","Revelator","2017","2017-08-25","Horror",109,"USA","English",4.9,532
"77360","Crepitus","2018","2018-10-26","Horror",83,"USA","English",3.4,118
"77361","Heart, Baby","2017","2017-10-07","Drama",109,"USA","English",6.6,125
"77362","Vacanze ai Caraibi","2015","2015-12-16","Comedy",100,"Italy","Italian",3.5,405
"77375","La suora del peccato","2015","2016-01-03","Crime, Drama, Thriller",87,"USA","English",4.9,825
"77378","The Standoff at Sparrow Creek","2018","2019-01-18","Crime, Drama, Thriller",88,"USA","English",6.2,3206
"77383","Vorwärts immer!","2017","2017-10-12","Comedy",94,"Germany","German",5.6,246
"77384","Monchora","2016","2016-01-01","Drama, Romance",135,"India","Bengali",6.8,287
"77391","La battaglia dei demoni","2016","2016-06-18","Horror",98,"Japan","Japanese",5.1,2742
"77393","Radio Heimat","2016","2016-11-17","Comedy",85,"Germany","German",6.2,299
"77401","Offensive","2016","2016-08-27","Horror",105,"UK","English",6.4,147
"77403","Sairat","2016","2016-04-29","Drama, Romance",174,"India","Marathi",8.3,11018
"77406","The Amityville Terror","2016","2016-04-01","Horror",84,"USA","English",3.2,952
"77407","Channo Kamli Yaar Di","2016","2016-02-19","Drama",144,"India","Punjabi",5.7,169
"77409","Pris de court","2017","2017-03-29","Drama",85,"France","French",5.2,177
"77410","Tere Bin Laden: Dead Or Alive","2016","2016-02-26","Comedy",104,"India","Hindi",4.3,822
"77414","Burden","2018","2020-06-09","Drama",117,"USA","English",6.5,1154
"77415","EuroClub","2016","2016","Comedy",93,"USA","English",3.8,120
"77427","Monsoon Mangoes","2016","2016-01-15","Comedy",132,"India","Malayalam",6.7,1343
"77429","Bad People","2016","2016-11-11","Comedy",80,"USA","English",3.8,165
"77434","Party Night","2017","2017-04-28","Horror",70,"USA","English",3.3,389
"77435","Snapshots","2018","2018-10-04","Drama",95,"USA","English",6.6,1276
"77436","Poshter Girl","2016","2016-02-12","Comedy",140,"India","Marathi",6.8,280
"77443","Assolo","2016","2016-01-05","Comedy",97,"Italy","Italian",5.5,233
"77446","My Art","2016","2018-01-30","Drama",86,"USA","English",4,130
"77449","Inoperable","2017","2017-12-01","Horror",85,"USA","English",3.8,571
"77450","Hate Story IV","2018","2018-03-09","Crime, Drama, Thriller",131,"India","Hindi",3.3,1333
"77453","Aadupuliyattam","2016","2016-05-20","Horror",145,"India","Malayalam, Hindi, Tamil, Telugu",4.2,249
"77454","Nelly","2016","2017-08-24","Drama",100,"Canada","French, English",5.6,429
"77455","Murder on the Cape","2017","2017-08-31","Drama",95,"USA","English",2.6,608
"77456","One Last Thing","2018","2018-06-13","Drama",91,"USA","English",6.2,400
"77458","Phil","2019","2019-07-05","Comedy, Drama",106,"Canada","English",5.5,572
"77462","Hello Namasthe","2016","2016-02-19","Comedy, Drama",123,"India","Malayalam",4.5,147
"77464","Bangalore Naatkal","2016","2016-02-05","Drama",156,"India","Tamil",5.5,410
"77477","Kaygi","2017","2017-05-12","Drama, Thriller",94,"Turkey","Turkish",6.6,807
"77478","Bong of the Living Dead","2017","2017-10-20","Horror",81,"USA","English",5.9,138
"77486","King Liar","2016","2016-04-02","Comedy",157,"India","Malayalam",5.3,679
"77490","Mudhugauv","2016","2016-05-13","Drama",121,"India","Malayalam",5.5,229
"77491","Les enfants de la chance","2016","2016-11-30","Comedy, Drama",95,"France","French",6.3,117
"77499","Back for Good","2017","2018-05-31","Comedy, Drama",96,"Germany","German",6.6,144
"77501","Mike Epps: Don't Take It Personal","2015","2015-12-18","Comedy",59,"USA","English",4.3,224
"77503","Charley Thompson","2017","2018-04-05","Drama",121,"UK","English, Spanish",7.2,10704
"77505","Soggade Chinni Nayana","2016","2016-01-15","Comedy, Drama",145,"India","Telugu",6.4,1231
"77514","Friday's Child","2018","2019-11-22","Crime, Drama",91,"USA","English",6,544
"77519","Moh Maya Money","2016","2016-11-25","Crime, Drama, Thriller",108,"India","Hindi",5.6,396
"77521","Hua Jie Liu Xiang","2015","2015","Thriller",85,"Hong Kong","Cantonese",4.7,112
"77524","Patient Seven","2016","2016-10-11","Horror",116,"USA","Icelandic, Swedish, English",5,2602
"77527","Lotte","2016","2016-10-27","Drama",80,"Germany","German",5.7,185
"77528","A Young Man with High Potential","2018","2019-03-07","Drama, Thriller",85,"Germany","English",5.6,669
"77529","A Weekend with the Family","2016","2016-04-01","Comedy",82,"USA","English",4.9,339
"77532","Die letzte Sau","2016","2016-09-29","Comedy, Drama",86,"Germany","German",6.1,124
"77535","Jonathan","2016","2016-10-06","Drama",99,"Germany","German",6.3,839
"77541","Çagrilan","2016","2016-02-26","Horror",85,"Turkey","Turkish",3.4,102
"77543","Drone - Scegli il tuo nemico","2017","2017-05-26","Thriller",91,"Canada","Urdu, English",5.3,5746
"77544","Bastu Shaap","2016","2016-01-15","Drama",129,"India","Bengali",6.6,437
"77549","Lake on Fire","2016","2016-01-29","Horror, Thriller",79,"USA","English",5.5,581
"77552","Ma vie avec James Dean","2017","2019-01-23","Comedy",108,"France","French, English",6.5,435
"77555","Suicide Club","2017","2018","Thriller",90,"UK","",3.5,115
"77556","Hell Girl","2019","2020-02-26","Horror",81,"USA","English",4.1,580
"77562","One Night Stand","2016","2016-05-06","Drama, Romance",97,"India","Hindi",3.1,1059
"77563","Crd","2016","2017-09-29","Drama, Romance",108,"India","Hindi, English, French",6.3,112
"77581","24 Wochen","2016","2016-09-22","Drama",103,"Germany","German",7.2,1481
"77582","The Watchman's Canoe","2017","2018-02-01","Drama",101,"USA","English",4.9,115
"77591","Ghastlies","2016","2016-11-16","Horror",75,"Canada","English",1.5,113
"77614","Finché batte il cuore","2017","2017-01-24","Action, Crime, Drama",88,"USA","English",4,451
"77618","The Martyr Maker","2018","2019-06-04","Thriller",90,"USA","English",4,117
"77630","Schatz, nimm du sie!","2017","2017-02-16","Comedy",90,"Germany","German",5,311
"77631","Osman Marketing Inc.","2016","2016-02-19","Comedy",114,"Turkey","Turkish",3.3,5446
"77633","Uno strano desiderio","2018","2019-05-10","Comedy",100,"Canada","English",4.9,356
"77641","Dead Squad: Temple of the Undead","2018","2018-10-21","Horror",90,"USA","English",3.3,293
"77642","Claire in Motion","2016","2017-01-13","Drama",83,"USA","English",4.4,602
"77648","Little Sister","2016","2016-10-14","Comedy, Drama",91,"USA","English",6.3,3431
"77651","Un bacio","2016","2016-03-31","Drama",102,"Italy","Italian",6.7,985
"77660","Railway Children","2016","2017-12-22","Crime, Drama",120,"India","Kannada, Hindi",8.4,132
"77662","Zola","2020","2020-01-24","Drama",90,"USA","English",6.1,154
"77670","Psychomanteum","2018","2018-07-26","Horror",86,"UK","English",3.9,192
"77675","Adventures of Omanakuttan","2017","2017-05-19","Comedy",166,"India","Malayalam",6.2,533
"77676","From Nowhere","2016","2017-02-17","Drama",89,"USA","English",6.8,270
"77678","Ithu Thaanda Police","2016","2016-03-18","Comedy",124,"India","Malayalam",3.1,142
"77679","Amityville: No Escape","2016","2016-08-05","Horror",78,"USA","English",3.1,184
"77683","Orecchie","2016","2017-05-18","Comedy",90,"Italy","Italian",6.8,395
"77689","Secrets of Deception","2017","2017-02-07","Action, Crime, Drama",76,"USA","English",4.2,229
"77691","Andy's Rainbow","2016","2017-08-07","Drama, Romance",115,"USA","English",6.2,184
"77698","Trendy","2017","2017-09-25","Drama, Thriller",100,"UK","English",5.3,250
"77702","Les mauvaises herbes","2016","2017-04-05","Comedy, Drama",105,"Canada","French",7,430
"77704","Love After Love","2017","2018-03-30","Drama, Romance",91,"USA","English",5.4,850
"77706","The Toymaker","2017","2017-08-21","Horror",84,"UK","English",3.7,512
"77707","Cabin 28","2017","2017-08-01","Horror",83,"UK","English",3.3,810
"77708","Raju Gari Gadhi","2015","2015-10-22","Horror",135,"India","Telugu",5,216
"77718","Se mi lasci non vale","2016","2016-01-21","Comedy",96,"Italy","Italian",6.1,190
"77720","The Night Shift","2016","2016","Horror",63,"USA","English",2.4,105
"77721","The Etruscan Smile","2018","2019-11-01","Drama",107,"USA","English, Scottish Gaelic",6.8,972
"77725","Break-Up Nightmare","2016","2017-08-13","Drama, Thriller",90,"USA","English",4.6,423
"77729","Vendetta: Una storia d'amore","2017","2017-09-15","Action, Crime, Drama",99,"USA","English",5.2,6619
"77730","Corporate","2017","2017-04-05","Drama, Thriller",95,"France","French, English",6.4,846
"77735","Otô san to Itô san","2016","2016-10-08","Drama",119,"Japan","Japanese",6.7,141
"77737","The Clapper","2017","2018-01-26","Comedy, Drama",89,"USA","English",5.1,6182
"77744","Hana-chan no misoshiru","2015","2016-03-17","Drama",118,"Japan","Japanese",7,232
"77745","Abundant Acreage Available","2017","2017-04-20","Drama",80,"USA","English",5.8,211
"77763","Daphne","2017","2017-09-29","Comedy, Drama",88,"UK","English",6.1,1489
"77764","1982 - A Love Marriage","2017","2017","Comedy",113,"India","Hindi",5.4,100
"77771","Havana Darkness","2018","2019-02-05","Thriller",86,"USA","English, Spanish",3.8,494
"77782","Amrutha Varshini","1997","1997-01-29","Drama, Romance",147,"India","Kannada",8.2,160
"77785","Psychopaths","2017","2017-12-01","Horror",85,"USA","English",4.1,544
"77786","Recovery","2019","2019-06-04","Horror",82,"USA","English",4.7,772
"77789","Half Girlfriend","2017","2017-05-19","Drama, Romance",135,"India","Hindi",4.4,6109
"77790","Aap wong 2","2016","2016-02-25","Comedy",97,"Hong Kong","Cantonese, Mandarin",4.2,218
"77794","Load Shedding","2015","2015-12-13","Drama, Romance",110,"India","Bengali",7.6,269
"77795","20 Weeks","2017","2017-06-19","Drama, Romance",90,"USA","English",5.1,143
"77796","National Theatre Live: Jane Eyre","2015","2015","Drama",200,"UK","English, French",8,288
"77801","Iraivi","2016","2016-06-03","Crime, Drama",160,"India","Tamil",8,2794
"77805","Kaçma Birader","2016","2016-03-04","Comedy",107,"Turkey","Turkish",6.9,3153
"77806","Dagenham","2018","2019-04-18","Thriller",108,"UK","English",3,121
"77807","Charlie Charlie","2019","2019-09-24","Horror",85,"USA","English",2.4,172
"77812","Shattered","2017","2017-01-28","Thriller",90,"USA","English",5.4,364
"77818","The Edict","2017","2017-09-01","Horror, Thriller",85,"USA","English",3.7,110
"77821","The Dark Mile","2017","2017-06-26","Thriller",87,"UK","English",4.1,112
"77823","Chocolate City: Vegas","2017","2017-08-12","Drama",89,"USA","English",3.9,228
"77827","The Samaritans","2017","2019-04-16","Horror, Thriller",76,"USA","English",4.8,186
"77833","Zwischen den Jahren","2017","2017-03-16","Drama",97,"Germany","German, Armenian",6.4,181
"77835","Never Steady, Never Still","2017","2018-04-20","Drama",112,"Canada","English",6.1,334
"77839","Apnée","2016","2016-05-01","Comedy",89,"France","French",6.1,163
"77841","Shajahanum Pareekuttiyum","2016","2016-07-06","Comedy",142,"India","Malayalam",3.8,221
"77847","Pokkiri Raja","2016","2016-03-04","Comedy",139,"India","Tamil",3.5,219
"77851","L'osservatore","2016","2016-11-03","Horror, Thriller",89,"USA","English",5.4,2790
"77853","Benvenuto in Germania!","2016","2018-05-10","Comedy, Drama",116,"Germany","German",6.2,4197
"77865","Ballad in Blood","2016","2016-10-14","Horror",93,"Italy","English",3.8,316
"77866","Kshanam","2016","2016-02-26","Thriller",110,"India","Telugu",8.3,4345
"77867","Si tu voyais son coeur","2017","2018-01-10","Crime, Drama",86,"France","French, Spanish",4.8,340
"77868","Ali Kundilli 2","2016","2016-03-04","Comedy",102,"Turkey","Turkish",4.4,902
"77869","Ceberrut","2016","2016-03-04","Horror",82,"Turkey","Turkish",3.5,194
"77870","Kolpaçino 3. Devre","2016","2016-03-11","Comedy",93,"Turkey","Turkish",4,3327
"77872","Only for One Night","2016","2016-10-01","Thriller",86,"USA","English",4.5,658
"77876","Leela","2016","2016-04-22","Drama",101,"India","Malayalam",5.5,410
"77879","Que le diable nous emporte","2018","2018-01-10","Drama",98,"France","French",5.6,187
"77885","Autohead","2016","2019-09-04","Crime, Drama",97,"India","Hindi",5.9,330
"77892","Am sik tin tong","2016","2016-03-24","Drama",99,"Hong Kong","Cantonese",6.3,200
"77893","Ash","2019","2019-09-30","Drama",104,"Canada","English",5.3,164
"77894","The Everglades Killings","2018","2018","Horror",80,"USA","English",3.8,307
"77897","Hope Springs Eternal","2018","2018-08-10","Comedy, Drama",78,"USA","English",4.8,430
"77900","Love Games","2016","2016-04-08","Thriller",114,"India","Hindi",4.3,808
"77902","Apotheosis","2018","2018-06-05","Drama, Thriller",68,"USA","English",5.3,183
"77903","The Misandrists","2017","2017-11-02","Comedy, Drama",91,"Germany","English, German, Danish",5.1,403
"77904","Appuntamento con la morte","2016","2016-04-20","Drama, Thriller",84,"USA","English",4.7,272
"77907","Fritz Lang","2016","2016-04-14","Crime, Drama",104,"Germany","German",6.3,322
"77910","Dirty 30","2016","2016-09-23","Comedy",86,"USA","English",5.5,2702
"77911","Simpel","2017","2017-11-09","Comedy, Drama",113,"Germany","German",6.7,480
"77912","Olaylar Olaylar","2016","2016-03-18","Comedy",130,"Turkey","Turkish",3.8,165
"77913","Türk Lokumu","2016","2016-03-18","Comedy",92,"Turkey","Turkish",2.3,110
"77914","A Lesson in Cruelty","2018","2018-02-02","Comedy",72,"USA","English",4.8,367
"77915","Azazil 2: Büyü","2016","2016-03-25","Horror, Thriller",86,"Turkey","Turkish",3,134
"77916","We Love You","2016","2016-11-22","Comedy",77,"USA","English",3.3,327
"77919","Kalyana Vaibhogame","2016","2016-03-04","Comedy, Drama",158,"India","Telugu",6.8,227
"77926","Evil in Her","2017","2017-03-10","Horror",104,"USA","English",2.8,104
"77929","Happy Wedding","2016","2016-05-20","Comedy",128,"India","Malayalam",6.9,1291
"77939","Marubhoomiyile Aana","2016","2016-08-12","Comedy",122,"India","Malayalam",5,317
"77940","Alamet-i Kiyamet","2016","2016-05-20","Horror",88,"Turkey","Turkish",4.5,619
"77943","Brakes","2016","2017-11-24","Comedy",88,"UK","English",4.8,211
"77946","Private Life","2018","2018-10-05","Comedy, Drama",123,"USA","English",7.2,14608
"77947","The Meyerowitz Stories (New and Selected)","2017","2017-10-13","Comedy, Drama",112,"USA","English",6.9,40378
"77954","Kiragoorina Gayyaligalu","2016","2016-03-11","Crime, Drama",139,"India","Kannada",8.4,134
"77958","Bullyparade: Der Film","2017","2017-08-17","Comedy",100,"Germany","German",4.9,2860
"77962","Amityville: Vanishing Point","2016","2016-04-01","Horror",92,"USA","English",1.9,100
"77963","Special Unit","2017","2017-10-11","Comedy",102,"USA","English",5.6,323
"77970","Alexander IRL","2017","2017-01-11","Comedy",82,"USA","English",4.2,101
"77975","Fino all'osso","2017","2017-07-14","Drama",107,"USA","English",6.8,38621
"77978","Kochavva Paulo Ayyappa Coelho","2016","2016-09-09","Comedy, Drama",147,"India","Malayalam",6.5,376
"77979","Yolunda A.S.: Çinçin Baglari Hikayesi","2015","2015-05-01","Comedy, Drama",93,"Turkey","Turkish",4.2,140
"77980","Aviyal","2016","2016-03-11","Comedy, Drama",118,"India","Tamil",6.1,136
"77982","Il diario degli orrori","2016","2016-11-11","Thriller",86,"USA","English",3.8,219
